Epic,Backup System Enhancement,EPIC-117,https://blah.com/browse/EPIC-117,Q4 2024 - Backup System Enhancement,Critical Run,Completed,Medium,1,15,Backup System Enhancement,Platform Team,Infrastructure,Data Insights,,,,,,
Epic,Customer Portal,EPIC-118,https://blah.com/browse/EPIC-118,Q4 2024 - Customer Portal,Feature,Backlog,Large,3,67,Customer Portal,Frontend Team,Product,Data Insights,,,,,,
Epic,API Versioning System,EPIC-119,https://blah.com/browse/EPIC-119,Q4 2024 - API Versioning System,Platform,Backlog,Small,2,23,API Versioning System,Backend Team,Infrastructure,Data Insights,,,,,,
Epic,Performance Optimization,EPIC-120,https://blah.com/browse/EPIC-120,Q4 2024 - Performance Optimization,Tech Debt,Backlog,Small,3,19,Performance Optimization,Backend Team,Product,Engineering Excellence,,,,,,
Epic,Advanced Analytics,EPIC-121,https://blah.com/browse/EPIC-121,Q4 2024 - Advanced Analytics,Feature,In Progress,Large,4,89,Analytics Dashboard,Data Team,Data,Business & Specialised Lending,,,,,,
Epic,Kubernetes Migration,EPIC-122,https://blah.com/browse/EPIC-122,Q4 2024 - Kubernetes Migration,Platform,Backlog,X-Large,5,134,Cloud Infrastructure Migration,Platform Team,Infrastructure,Engineering Excellence,,,,,,
Epic,Security Audit Implementation,EPIC-123,https://blah.com/browse/EPIC-123,Q4 2024 - Security Audit Implementation,Critical Run,In Progress,Medium,2,28,Security Framework Enhancement,Backend Team,Infrastructure,Data Insights,,,,,,
Epic,Machine Learning Pipeline,EPIC-124,https://blah.com/browse/EPIC-124,Q4 2024 - Machine Learning Pipeline,Feature,Backlog,Large,3,76,Analytics Dashboard,Data Team,Data,Business & Specialised Lending,,,,,,
Epic,CI/CD Pipeline Enhancement,EPIC-125,https://blah.com/browse/EPIC-125,Q4 2024 - CI/CD Pipeline Enhancement,Platform,In Progress,Medium,2,31,Microservices Architecture,Platform Team,Infrastructure,Product Experience,,,,,,
Epic,Database Schema Optimization,EPIC-126,https://blah.com/browse/EPIC-126,Q4 2024 - Database Schema Optimization,Tech Debt,In Progress,X-Large,4,98,Data Pipeline Optimization,Data Team,Data,Product Experience,,,,,,
Epic,Real-time Notifications,EPIC-127,https://blah.com/browse/EPIC-127,Q4 2024 - Real-time Notifications,Feature,Completed,Small,1,14,Push Notification System,Frontend Team,Product,Business & Specialised Lending,,,,,,
Epic,Service Mesh Implementation,EPIC-128,https://blah.com/browse/EPIC-128,Q4 2024 - Service Mesh Implementation,Platform,In Progress,Medium,3,45,Microservices Architecture,Platform Team,Infrastructure,Engineering Excellence,,,,,,
Epic,Disaster Recovery Setup,EPIC-129,https://blah.com/browse/EPIC-129,Q4 2024 - Disaster Recovery Setup,Critical Run,Backlog,Large,2,38,Backup System Enhancement,Platform Team,Infrastructure,Data Insights,,,,,,
Epic,Business Intelligence Dashboard,EPIC-130,https://blah.com/browse/EPIC-130,Q4 2024 - Business Intelligence Dashboard,Feature,Backlog,X-Large,5,156,Analytics Dashboard,Data Team,Data,Business & Specialised Lending,,,,,,
Epic,Multi-region Deployment,EPIC-131,https://blah.com/browse/EPIC-131,Q4 2024 - Multi-region Deployment,Platform,In Progress,Large,4,87,Cloud Infrastructure Migration,Platform Team,Infrastructure,Product Experience,,,,,,
Epic,Legacy Code Cleanup,EPIC-132,https://blah.com/browse/EPIC-132,Q4 2024 - Legacy Code Cleanup,Tech Debt,Completed,Medium,2,29,Code Refactoring Initiative,Backend Team,Product,Data Insights,,,,,,
Epic,Mobile App Enhancement,EPIC-133,https://blah.com/browse/EPIC-133,Q4 2024 - Mobile App Enhancement,Feature,Backlog,Large,3,67,Mobile App Redesign,Frontend Team,Product,Engineering Excellence,,,,,,
Epic,GraphQL API Implementation,EPIC-134,https://blah.com/browse/EPIC-134,Q4 2024 - GraphQL API Implementation,Platform,In Progress,X-Large,4,112,API Gateway Optimization,Backend Team,Infrastructure,Business & Specialised Lending,,,,,,
Epic,Performance Monitoring,EPIC-135,https://blah.com/browse/EPIC-135,Q4 2024 - Performance Monitoring,Critical Run,Backlog,Small,2,18,Monitoring System Setup,Platform Team,Infrastructure,Engineering Excellence,,,,,,
Epic,Data Warehouse Migration,EPIC-136,https://blah.com/browse/EPIC-136,Q4 2024 - Data Warehouse Migration,Feature,Completed,Large,5,145,Data Pipeline Optimization,Data Team,Data,Business & Specialised Lending,,,,,,
Epic,Container Orchestration,EPIC-137,https://blah.com/browse/EPIC-137,Q4 2024 - Container Orchestration,Platform,In Progress,X-Large,3,78,Cloud Infrastructure Migration,Platform Team,Infrastructure,Product Experience,,,,,,
Epic,Security Framework Update,EPIC-138,https://blah.com/browse/EPIC-138,Q4 2024 - Security Framework Update,Tech Debt,Backlog,Medium,2,34,Security Framework Enhancement,Backend Team,Infrastructure,Business & Specialised Lending,,,,,,
Epic,Customer Analytics Platform,EPIC-139,https://blah.com/browse/EPIC-139,Q4 2024 - Customer Analytics Platform,Feature,In Progress,X-Large,4,123,Analytics Dashboard,Data Team,Data,Product Experience,,,,,,
Epic,Microservices Communication,EPIC-140,https://blah.com/browse/EPIC-140,Q4 2024 - Microservices Communication,Platform,Completed,Small,3,42,Microservices Architecture,Platform Team,Infrastructure,Security,,,,,,
Epic,Load Testing Infrastructure,EPIC-141,https://blah.com/browse/EPIC-141,Q4 2024 - Load Testing Infrastructure,Critical Run,In Progress,Medium,2,26,Monitoring System Setup,Platform Team,Infrastructure,Business & Specialised Lending,,,,,,
Epic,Advanced Search Engine,EPIC-142,https://blah.com/browse/EPIC-142,Q4 2024 - Advanced Search Engine,Feature,Backlog,Large,3,89,Customer Portal,Backend Team,Product,Data Insights,,,,,,
Epic,Event Streaming Platform,EPIC-143,https://blah.com/browse/EPIC-143,Q4 2024 - Event Streaming Platform,Platform,In Progress,X-Large,5,167,Data Pipeline Optimization,Platform Team,Infrastructure,Engineering Excellence,,,,,,
Epic,Code Quality Improvement,EPIC-144,https://blah.com/browse/EPIC-144,Q4 2024 - Code Quality Improvement,Tech Debt,Completed,Medium,2,31,Code Refactoring Initiative,Frontend Team,Product,Data Insights,,,,,,
Epic,Automated Testing Framework,EPIC-145,https://blah.com/browse/EPIC-145,Q4 2024 - Automated Testing Framework,Feature,Backlog,Large,4,98,Code Refactoring Initiative,QA Team,Infrastructure,Business & Specialised Lending,,,,,,
Epic,Database Sharding Implementation,EPIC-146,https://blah.com/browse/EPIC-146,Q4 2024 - Database Sharding Implementation,Platform,In Progress,X-Large,3,76,Data Pipeline Optimization,Data Team,Data,Product Experience,,,,,,
Epic,Backup Verification System,EPIC-147,https://blah.com/browse/EPIC-147,Q4 2024 - Backup Verification System,Critical Run,Backlog,Small,2,19,Backup System Enhancement,Platform Team,Infrastructure,Engineering Excellence,,,,,,
Epic,User Experience Enhancement,EPIC-148,https://blah.com/browse/EPIC-148,Q4 2024 - User Experience Enhancement,Feature,Completed,Medium,2,45,Customer Portal,Design Team,Product,Business & Specialised Lending,,,,,,
Epic,API Rate Limiting,EPIC-149,https://blah.com/browse/EPIC-149,Q4 2024 - API Rate Limiting,Platform,In Progress,Medium,1,12,API Gateway Optimization,Backend Team,Infrastructure,Engineering Excellence,,,,,,
Epic,Performance Optimization,EPIC-150,https://blah.com/browse/EPIC-150,Q4 2024 - Performance Optimization,Tech Debt,Backlog,Large,3,67,Performance Optimization,Frontend Team,Product,Data Insights,,,,,,
Epic,Machine Learning Models,EPIC-151,https://blah.com/browse/EPIC-151,Q4 2024 - Machine Learning Models,Feature,In Progress,X-Large,5,178,Analytics Dashboard,Data Team,Data,Business & Specialised Lending,,,,,,
Epic,Serverless Architecture,EPIC-152,https://blah.com/browse/EPIC-152,Q4 2024 - Serverless Architecture,Platform,Backlog,X-Large,4,134,Cloud Infrastructure Migration,Platform Team,Infrastructure,Product Experience,,,,,,
Epic,Security Monitoring,EPIC-153,https://blah.com/browse/EPIC-153,Q4 2024 - Security Monitoring,Critical Run,In Progress,Medium,2,38,Security Framework Enhancement,Backend Team,Infrastructure,Data Insights,,,,,,
Epic,Real-time Analytics,EPIC-154,https://blah.com/browse/EPIC-154,Q4 2024 - Real-time Analytics,Feature,Completed,Large,3,89,Analytics Dashboard,Data Team,Data,Engineering Excellence,,,,,,
Epic,Database Migration,EPIC-155,https://blah.com/browse/EPIC-155,Q4 2024 - Database Migration,Platform,In Progress,X-Large,4,156,Data Pipeline Optimization,Data Team,Data,Business & Specialised Lending,,,,,,
Epic,Code Refactoring,EPIC-156,https://blah.com/browse/EPIC-156,Q4 2024 - Code Refactoring,Tech Debt,Backlog,Medium,2,42,Code Refactoring Initiative,Backend Team,Product,Engineering Excellence,,,,,,
Epic,Mobile App Optimization,EPIC-157,https://blah.com/browse/EPIC-157,Q4 2024 - Mobile App Optimization,Feature,In Progress,Large,3,78,Mobile App Redesign,Frontend Team,Product,Business & Specialised Lending,,,,,,
Epic,Cloud Native Migration,EPIC-158,https://blah.com/browse/EPIC-158,Q4 2024 - Cloud Native Migration,Platform,Completed,X-Large,5,198,Cloud Infrastructure Migration,Platform Team,Infrastructure,Product Experience,,,,,,
Epic,Disaster Recovery Testing,EPIC-159,https://blah.com/browse/EPIC-159,Q4 2024 - Disaster Recovery Testing,Critical Run,In Progress,Medium,2,34,Backup System Enhancement,Platform Team,Infrastructure,Business & Specialised Lending,,,,,,
Epic,Business Intelligence Enhancement,EPIC-160,https://blah.com/browse/EPIC-160,Q4 2024 - Business Intelligence Enhancement,Feature,Backlog,X-Large,4,167,Analytics Dashboard,Data Team,Data,Product Experience,,,,,,
Epic,API Gateway Enhancement,EPIC-161,https://blah.com/browse/EPIC-161,Q4 2024 - API Gateway Enhancement,Platform,Completed,Small,3,56,API Gateway Optimization,Backend Team,Infrastructure,Security,,,,,,
Epic,Legacy System Integration,EPIC-162,https://blah.com/browse/EPIC-162,Q4 2024 - Legacy System Integration,Tech Debt,In Progress,Medium,2,45,Legacy System Migration,Platform Team,Infrastructure,Business & Specialised Lending,,,,,,
Epic,Customer Portal Enhancement,EPIC-163,https://blah.com/browse/EPIC-163,Q4 2024 - Customer Portal Enhancement,Feature,Backlog,Large,3,98,Customer Portal,Frontend Team,Product,Data Insights,,,,,,
Epic,Monitoring System Upgrade,EPIC-164,https://blah.com/browse/EPIC-164,Q4 2024 - Monitoring System Upgrade,Platform,In Progress,X-Large,5,189,Monitoring System Setup,Platform Team,Infrastructure,Engineering Excellence,,,,,,
Epic,Performance Optimization,EPIC-165,https://blah.com/browse/EPIC-165,Q4 2024 - Performance Optimization,Critical Run,Completed,Medium,2,38,Performance Optimization,Backend Team,Product,Data Insights,,,,,,
Epic,Data Pipeline Enhancement,EPIC-166,https://blah.com/browse/EPIC-166,Q4 2024 - Data Pipeline Enhancement,Feature,Backlog,Large,4,123,Data Pipeline Optimization,Data Team,Data,Business & Specialised Lending,,,,,,
Epic,Container Security,EPIC-167,https://blah.com/browse/EPIC-167,Q4 2024 - Container Security,Platform,In Progress,X-Large,3,89,Cloud Infrastructure Migration,Platform Team,Infrastructure,Product Experience,,,,,,
Epic,Code Quality Metrics,EPIC-168,https://blah.com/browse/EPIC-168,Q4 2024 - Code Quality Metrics,Tech Debt,Backlog,Small,2,23,Code Refactoring Initiative,QA Team,Product,Engineering Excellence,,,,,,
Epic,User Interface Modernization,EPIC-169,https://blah.com/browse/EPIC-169,Q4 2024 - User Interface Modernization,Feature,Completed,Medium,2,67,Customer Portal,Design Team,Product,Business & Specialised Lending,,,,,,
Epic,Load Balancing Enhancement,EPIC-170,https://blah.com/browse/EPIC-170,Q4 2024 - Load Balancing Enhancement,Platform,In Progress,Medium,1,15,Load Balancer Configuration,Platform Team,Infrastructure,Engineering Excellence,,,,,,
Milestone,Q4 2024 S1 - Digital Mortgage Launch,Launch of core digital mortgage platform features,Product,Engineering Excellence,In Progress,2024-10-15,2024-10-15,High,Product Manager,,,,,,,,Digital Mortgage Platform,,
Milestone,Q4 2024 S2 - Payment Integration Complete,Complete payment processing integration,Infrastructure,Business & Specialised Lending,Not Started,2024-11-15,2024-11-15,High,Platform Manager,,,,,,,,Payment Integration Platform,,
Milestone,Q4 2024 S3 - API Gateway Optimization,Complete API gateway performance improvements,Infrastructure,Engineering Excellence,Not Started,2024-12-15,2024-12-15,Medium,Architecture Lead,,,,,,,,API Gateway Optimization,,
Milestone,Q4 2024 S4 - Database Monitoring Live,Go-live with database performance monitoring,Data,Engineering Excellence,Not Started,2024-12-31,2024-12-31,High,Data Engineer,,,,,,,,Database Performance Monitoring,,
Milestone,Q4 2024 S1 - Push Notifications Beta,Beta release of push notification system,Product,Product Experience,Not Started,2024-10-31,2024-10-31,Medium,Product Manager,,,,,,,,Push Notification System,,
Milestone,Q4 2024 S2 - Security Framework V2,Release of enhanced security framework,Infrastructure,Data Insights,Not Started,2024-11-30,2024-11-30,High,Security Lead,,,,,,,,Security Framework Enhancement,,
Milestone,Q4 2024 S3 - Load Balancer Upgrade,Complete load balancer configuration upgrade,Infrastructure,Engineering Excellence,Not Started,2024-12-15,2024-12-15,Medium,Platform Engineer,,,,,,,,Load Balancer Configuration,,
Milestone,Q4 2024 S4 - Code Refactoring Phase 1,Complete first phase of code refactoring,Product,Business & Specialised Lending,Not Started,2024-12-31,2024-12-31,Medium,Engineering Lead,,,,,,,,Code Refactoring Initiative,,
Milestone,Q4 2024 S1 - Analytics Dashboard Beta,Beta release of analytics dashboard,Data,Product Experience,Not Started,2024-10-31,2024-10-31,High,Data Analyst,,,,,,,,Analytics Dashboard,,
Milestone,Q4 2024 S2 - Microservices Migration,Complete microservices architecture migration,Infrastructure,Engineering Excellence,Not Started,2024-11-30,2024-11-30,High,Architecture Lead,,,,,,,,Microservices Architecture,,
Milestone,Q4 2024 S3 - Monitoring System Go-Live,Go-live with comprehensive monitoring system,Infrastructure,Business & Specialised Lending,Not Started,2024-12-15,2024-12-15,High,DevOps Lead,,,,,,,,Monitoring System Setup,,
Milestone,Q4 2024 S4 - Mobile App Redesign Complete,Complete mobile application redesign,Product,Business & Specialised Lending,Not Started,2024-12-31,2024-12-31,High,UX Lead,,,,,,,,Mobile App Redesign,,
Milestone,Q4 2024 S1 - Data Pipeline Optimization,Complete data pipeline optimization,Data,Product Experience,Not Started,2024-10-31,2024-10-31,Medium,Data Engineer,,,,,,,,Data Pipeline Optimization,,
Milestone,Q4 2024 S2 - Legacy Migration Phase 1,Complete first phase of legacy system migration,Infrastructure,Product Experience,Not Started,2024-11-30,2024-11-30,High,Platform Manager,,,,,,,,Legacy System Migration,,
Milestone,Q4 2024 S3 - E-commerce Platform Launch,Launch of e-commerce platform,Product,Business & Specialised Lending,Not Started,2024-12-15,2024-12-15,High,Product Manager,,,,,,,,E-commerce Platform,,
Milestone,Q4 2024 S4 - Cloud Migration Complete,Complete cloud infrastructure migration,Infrastructure,Data Insights,Not Started,2024-12-31,2024-12-31,High,Cloud Architect,,,,,,,,Cloud Infrastructure Migration,,
Milestone,Q4 2024 S1 - Backup System Enhancement,Complete backup system enhancements,Infrastructure,Data Insights,Not Started,2024-10-31,2024-10-31,Medium,Infrastructure Lead,,,,,,,,Backup System Enhancement,,
Milestone,Q4 2024 S2 - Customer Portal Beta,Beta release of customer portal,Product,Data Insights,Not Started,2024-11-30,2024-11-30,High,Product Manager,,,,,,,,Customer Portal,,
Milestone,Q4 2024 S3 - API Versioning System,Complete API versioning system implementation,Infrastructure,Data Insights,Not Started,2024-12-15,2024-12-15,Medium,API Manager,,,,,,,,API Versioning System,,
Milestone,Q4 2024 S4 - Performance Optimization Complete,Complete performance optimization initiative,Product,Engineering Excellence,Not Started,2024-12-31,2024-12-31,Medium,Performance Engineer,,,,,,,,Performance Optimization,,
